ID,Title,Year,Year_Range,PrincipalName,PrincipalAffiliationName,Institution_Type,Institution_Sub,CenterName,FundTypeDesc,ProgramName,GoalText,Goal_3_v_4,AwardAmt,AwardPer,AwardNum,Status_Now,
1103,A Study of the Effects of a Three-Tier Model of Interagency Collaboration on Transition Outcomes for Students with Disabilities,2011,2007-2011,"Test, David","University of North Carolina, Charlotte",Uni,Public,NCSER,Grant,Transition Outcomes for Secondary Students with Disabilities,Efficacy and Replication,3,"$2,495,693",05/01/2011–04/30/2015,R324A110018,Completed,
211,Study of the Efficacy of North Carolina's Learn and Earn Early College High School Model,2006,2002-2006,"Edmunds, Julie","University of North Carolina, Greensboro",Uni,Public,NCER,Grant,Improving Education Systems,Efficacy and Replication,3,"$2,871,016",4 years,R305R060022,Completed,
1144,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,2007-2011,"Edmunds, Julie","University of North Carolina, Greensboro",Uni,Public,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$1,851,954",3 years,R305A110085,Completed,
1506,Impact of Early College High School (ECHS) Model on Postsecondary Performance and Completion,2014,2012-2016,"Edmunds, Julie","University of North Carolina, Greensboro",Uni,Public,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$1,199,996",3 years (9/1/2014 – 8/31/2017),R305A140361,Completed,
1661,Improving the Educational and Social Emotional Functioning of College Students with ADHD,2015,2012-2016,"Anastopoulos, Arthur","University of North Carolina, Greensboro",Uni,Public,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$3,179,850",4 years (7/01/2015 to 6/30/201,R305A150207,Completed,
3255,The Evaluation of Career and College Promise,2019,2017-2019,"Edmunds, Julie","University of North Carolina, Greensboro",Uni,Public,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$4,968,353",5 years (07/01/2019 – 06/30/2024),R305H190036,In field,
887,Evaluation of the Early Literacy and Learning Model (ELLM): a Curriculum and Instructional Support System,2002,2002-2006,"Fountain, Cheryl",University of North Florida,Uni,Public,NCER,Grant,Preschool Curriculum Evaluation Research,Efficacy and Replication,3,"$3,105,597",4 years,R305J020040,Completed,
1170,Evaluation of a Comprehensive Community-based Intervention for Toddlers with ASD,2011,2007-2011,"McBride, Bonnie",University of Oklahoma Health Sciences Center,Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$2,887,900",7/1/2011–6/30/2015,R324A110353,Completed,
1338,Project DATA: A Multisite Evaluation of a School-based Model for Preschoolers with Autism,2012,2012-2016,"McBride, Bonnie",University of Oklahoma Health Sciences Center,Uni,Public,NCSER,Grant,Autism Spectrum Disorders,Efficacy and Replication,3,"$2,600,000",7/1/2012-6/30/2016,R324A120232,Completed,
518,Reading Intervention with Spanish-Speaking Students: Maximizing Instructional Effectiveness in English and Spanish,2007,2007-2011,"Baker, Scott",University of Oregon,Uni,Public,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$3,498,216",4 years,R305B077307,Completed,
599,Early Learning in Mathematics: Efficacy in Kindergarten Classrooms,2008,2007-2011,"Clarke, Ben",University of Oregon,Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$4,280,188",4 years,R305A080699,Completed,
780,Project ECRI: Enhancing Core Reading Instruction in First Grade,2009,2007-2011,"Fien, Hank",University of Oregon,Uni,Public,NCSER,Grant,"Special Education Policy, Finance, and Systems",Efficacy and Replication,3,"$ 5,115,878",09/01/2009 – 08/31/2013,R324A090104,Completed,
813,"Summer School and Summer Learning: An Examination of Selection, Implementation, and Program Effects in a Multiyear Randomized Trial",2009,2007-2011,"Zvoch, Keith",University of Oregon,Uni,Public,NCER,Grant,Improving Education Systems,Efficacy and Replication,3,"$1,176,686",3 years,R305A090369,Completed,
1044,Middle School Intervention Project (MSIP),2010,2007-2011,"Baker, Scott",University of Oregon,Uni,Public,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$7,164,350",5 years,R305E100043,Completed,
1190,Longitudinal Follow-up of Successful Parent/Child Intervention in Pre-school Children At Risk for School Failure,2011,2007-2011,"Neville, Helen",University of Oregon,Uni,Public,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$1,087,931",3 years,R305A110397,Completed,
1206,Training Attention in At-risk Preschoolers: Expansion of our Successful Program to a Wider Population within Head Start,2011,2007-2011,"Neville, Helen",University of Oregon,Uni,Public,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$3,363,271",4 years,R305A110398,Completed,
1247,Team-Initiated Problem Solving for Improved Student Outcome,2012,2012-2016,"Horner, Robert",University of Oregon,Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$2,523,998",03/1/2012-02/29/2016,R324A120041,Completed,
1327,A Randomized Control Trial of a Tier 2 Kindergarten Mathematics Intervention,2012,2012-2016,"Clarke, Ben",University of Oregon,Uni,Public,NCSER,Grant,"Science, Technology, Engineering, and Mathematics",Efficacy and Replication,3,"$3,338,552",07/01/2012-06/30/2016,R324A120304,Completed,
1534,Testing the Efficacy of an Ecological Approach to Family Intervention and Treatment During Early Elementary School to Prevent Problem Behavior and Improve Academic Outcomes,2014,2012-2016,"Stormshak, Elizabeth",University of Oregon,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,480,268",4 years (7/1/2014–6/30/2018),R305A140189,Completed,
1622,READY for WAGES: Research on Employment of Adjudicated Youth through Working at Gaining Employment Social Skills Curriculum,2015,2012-2016,"Unruh, Deanne",University of Oregon,Uni,Public,NCSER,Grant,Transition Outcomes for Secondary Students with Disabilities,Efficacy and Replication,3,"$3,500,000",4 years (9/1/2015-8/31/2019),R324A150138,Completed,
1815,A Randomized Control Trial of a Tier 2 First Grade Mathematics Intervention,2016,2012-2016,"Clarke, Ben",University of Oregon,Uni,Public,NCSER,Grant,"Science, Technology, Engineering, and Mathematics",Efficacy and Replication,3,"$3,498,258",4 years (7/1/2016-6/30/2020),R324A160046,In field,
1879,A Multi-Site Randomized Controlled Trial to Assess the Efficacy of the NumberShire Level 1 Gaming Intervention for Improving Math Outcomes for Students With or At Risk for Math Learning Disabilities,2016,2012-2016,"Fien, Hank",University of Oregon,Uni,Public,NCSER,Grant,Technology for Special Education,Efficacy and Replication,3,"$3,499,086",4 years (7/01/2016-6/30/2020),R324A160125,In field,
1938,Evaluation of the KinderTEK iPad Math Program,2017,2017-2019,"Strand Cary, Mari",University of Oregon,Uni,Public,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$3,299,986",4 years (7/1/2017-6/30/2021),R305A170044,In field,
2206,Family-Centered Intervention in Schools to Reduce Social and Behavioral Problems From Early Elementary School to Adolescence,2018,2017-2019,"Stormshak, Elizabeth",University of Oregon,Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$3,299,983",5 Years (07/01/2018-06/30/2023),R324A180037,In field,
95,Assessing the Impact of Principals' Professional Development: An Evaluation of the National Institute for School Leadership,2004,2002-2006,"Supovitz, Jonathan",University of Pennsylvania,Uni,Public,NCER,Grant,Education Leadership,Efficacy and Replication,3,"$3,080,214",4 years,R305E040085,Not completed,"RCT was not completed as the district pulled out mid-way. However, exploratory work was completed."
681,Efficacy and Sustainability of the STAR Program,2008,2007-2011,"Mandell, David",University of Pennsylvania,Uni,Public,NCSER,Grant,Autism Spectrum Disorders,Efficacy and Replication,3,"$2,719,835",07/01/2008 – 6/30/2012,R324A080195,Completed,
1649,"Center on Standards, Alignment, Instruction and Learning (C-SAIL)",2015,2012-2016,"Porter, Andrew",University of Pennsylvania,Uni,Public,NCER,Grant,Education Research and Development Centers,Multiple Goals,Multiple,"$9,999,999",5 yeas (7/1/2015–6/30/2020),R305C150007,In field,
1801,Efficacy Evaluation of Zoology One: Kindergarten Research Labs,2016,2012-2016,"Bowden, Brooks",University of Pennsylvania,Uni,Public,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$3,299,903",3.5 years (7/1/16-12/31/19),R305A160109,In field,
331,Content-Focused Coaching (SM) for High Quality Reading Instruction,2006,2002-2006,"Matsumura, Lindsay Clare",University of Pittsburgh,Uni,Public,NCER,Grant,Effective Instruction,Efficacy and Replication,3,"$2,946,864",4 years,R305W060027,Completed,
323,Replication and Outcomes of the Teaching SMART® Program in Elementary Science Classrooms,2005,2002-2006,"Borman, Kathryn",University of South Florida,Uni,Public,NCER,Grant,Effective Instruction,Efficacy and Replication,3,"$2,288,100",4 years,R305M050223,Completed,
809,Systems Leadership in Middle School: A School Policy Intervention With Random Assignment,2009,2007-2011,"Murphy, Scott",University of South Florida,Uni,Public,NCER,Grant,Education Leadership,Efficacy and Replication,3,"$4,482,506",4 years,R305A090481,Not completed,"Intervention provider pulled out of the grant midway, making it impossible to complete the evaluation."
1790,An Efficacy Study of Interleaved Mathematics Practice,2016,2012-2016,"Rohrer, Douglas",University of South Florida,Uni,Public,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$1,521,294",4 years (8/1/2016-7/31/2020),R305A160263,In field,
932,Evaluating the Effects of Basic Skills Mathematics Placement on Academic Outcomes of Community College Students,2010,2007-2011,"Melguizo, Tatiana",University of Southern California,Uni,Public,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$546,452",2 years,R305A100381,Completed,
2193,Pathways to Success in the Transition to High School: Testing Efficacy for Improving 8th and 9th Grade Academic Outcomes,2018,2017-2019,"Oyserman, Daphna",University of Southern California,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,299,766",4 years (09/01/2018 - 08/31/2022),R305A180308,In field,
2053,An Efficacy Study of<em> Strategic and Interactive Writing Instruction</em> (<em>SIWI</em>): Teacher Development and Student Outcomes,2017,2017-2019,"Wolbers, Kimberly",University of Tennessee,Uni,Public,NCSER,Grant,"Reading, Writing, and Language Development",Efficacy and Replication,3,"$3,298,243",4 years (8/1/2017-7/31/2021),R324A170086,In field,
885,Evaluation of Pre-Kindergarten Curricula in Head Start and Public School Settings,2002,2002-2006,"Landry, Susan H.",University of Texas Health Science Center at Houston,Uni,Hospital,NCER,Grant,Preschool Curriculum Evaluation Research,Efficacy and Replication,3,"$1,794,102",4 years,R305J020014,Completed,
212,Scaling Up a Language and Literacy Development Program at the Pre-Kindergarten Level,2002,2002-2006,"Landry, Susan H.",University of Texas Health Science Center at Houston,Uni,Hospital,NCER,Grant,Early Learning Programs and Policies,Scale-Up Evaluations,4,"$5,925,630",5 years,R305W020002,Completed,
589,Efficacy of Earobics Step I in English Language Learners and Low SES Minority Children,2008,2007-2011,"Anthony, Jason",University of Texas Health Science Center at Houston,Uni,Hospital,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$2,659,751",4 years,R305A080196,Completed,
742,Improving School Readiness of High Risk Preschoolers: Combining High Quality Instructional Strategies with Reponsive Training for Teachers and Parents,2009,2007-2011,"Landry, Susan H.",University of Texas Health Science Center at Houston,Uni,Hospital,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$2,653,503",4 years,R305A090212,Completed,
1098,Testing an Integrated Preschool Curriculum for English Language Learners,2011,2007-2011,"Landry, Susan H.",University of Texas Health Science Center at Houston,Uni,Hospital,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$3,035,724",3/1/2011–2/28/2015,R324A110079,Completed,
1362,Enhancing Early Learning for Infants with Disabilities: A Responsive Parenting Intervention,2012,2012-2016,"Taylor, Heather",University of Texas Health Science Center at Houston,Uni,Hospital,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$2,649,290",9/1/12-8/31/16,R324A120363,Completed,
1535,Scalable Approaches for Preparing Early Childhood Teachers: Identifying Costs and Effectiveness of Evidence Based Approaches to Coaching,2014,2012-2016,"Landry, Susan H.",University of Texas Health Science Center at Houston,Uni,Hospital,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,499,220",4 years (7/1/2014-6/30/2018),R305A140378,Completed,
1544,Internet Implementation of Empirically-Supported Interventions that can be Remotely Delivered in Authentic Preschool Programs for Mothers and Teachers: Evaluation of Direct Child and Teacher Outcomes,2014,2012-2016,"Landry, Susan H.",University of Texas Health Science Center at Houston,Uni,Hospital,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,499,758",4 years (7/1/2014-6/30/2018),R305A140386,Completed,
2184,Examining the Cost-effectiveness of Continuous Improvement Models for Preschool Teachers: Balancing PD Structures to Match Teacher Need,2018,2017-2019,"Crawford, April",University of Texas Health Science Center at Houston,Uni,Hospital,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,299,982",5 years (07/01/2018 - 06/30/2023),R305A180406,In field,
3301,Developing Talkers: Building Effective Teachers of Academic Language Skills,2019,2017-2019,"Zucker, Tricia",University of Texas Health Science Center at Houston,Uni,Hospital,NCER,Grant,Effective Instruction,Efficacy,3,"$3,299,819",5 years (07/01/2019-06/30/2024),R305A190065,In field,
662,Project Collaborative Strategic Reading (CSR): Interventions for Struggling Adolescent and Adult Readers and Writers,2008,2007-2011,"Vaughn, Sharon","University of Texas, Austin",Uni,Public,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$3,000,000",4 years,R305A080608,Completed,
810,A Multisite Evaluation of the Implementation and Impact of Supplemental Educational Services,2009,2007-2011,"Heinrich, Carolyn","University of Texas, Austin",Uni,Public,NCER,Grant,Improving Education Systems,Efficacy and Replication,3,"$2,996,753",4 years,R305A100995,Completed,
2085,Preventing School Dropout with Secondary Students: The Implementation of an Individualized Reading Intervention and Dropout Prevention Intervention,2010,2007-2011,"Roberts, Greg","University of Texas, Austin",Uni,Public,NCSER,Grant,"Reading, Writing, and Language Development",Efficacy and Replication,3,"$2,017,289",4 years (3/1/2010 – 2/28/2014),R324A100022,Completed,
992,Understanding Malleable Cognitive Processes and Integrated Comprehension Interventions for Grades 7–12,2010,2007-2011,"Vaughn, Sharon","University of Texas, Austin",Uni,Public,NCER,Grant,Reading for Understanding Research Initiative,Multiple Goals,Multiple,"$20,000,000",5 years,R305F100013,Completed,
1168,A Randomized Trial of a Tutor-Based Mathematics and Attention Intervention for Low-Performing Pre-Schoolers at Risk for Mathematical Difficulties in School,2011,2007-2011,"Barnes, Marcia","University of Texas, Austin",Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$4,081,051",09/01/2011– 08/31/2015,R324A120410,Completed,
1612,Developing Connections Between Word Problems and Mathematical Equations to Promote Word-Problem Performance Among Students with Mathematics Difficulty,2015,2012-2016,"Powell, Sarah","University of Texas, Austin",Uni,Public,NCSER,Grant,"Science, Technology, Engineering, and Mathematics",Efficacy and Replication,3,"$3,013,726",4 years (7/1/2015-6/30/2019),R324A150078,Completed,
1659,Preventing Dropout Among At-Risk Youth: A Study of Project Goal with English Learners,2015,2012-2016,"Vaughn, Sharon","University of Texas, Austin",Uni,Public,NCER,Grant,English Learners,Efficacy and Replication,3,"$3,361,365",4 years (7/1/2015-6/30/2019),R305A150058,Completed,
1707,Examining the Efficacy of Differential Levels of Professional Development for Teaching Content Area Reading Strategies,2015,2012-2016,"Swanson, Elizabeth","University of Texas, Austin",Uni,Public,NCER,Grant,Effective Instruction,Efficacy and Replication,3,"$3,500,000",4 years (7/1/15-6/30/19),R305A150407,Completed,
1799,The Scale Up of Promoting Adolescents Comprehension of Text,2016,2012-2016,"Roberts, Greg","University of Texas, Austin",Uni,Public,NCER,Grant,Reading and Writing,Effectiveness,4,"$3,800,000",5 years (7/1/2016-6/30/2021),R305A160026,In field,
1814,Project AIM: Algebra-readiness Intervention Modules for Middle School Students with Mathematics Difficulties,2016,2012-2016,"Bryant, Diane","University of Texas, Austin",Uni,Public,NCSER,Grant,"Science, Technology, Engineering, and Mathematics",Efficacy and Replication,3,"$3,216,539",4 years (7/1/2016-6/30/2020),R324A160042,In field,
3269,Examining the Efficacy of a Content Area Reading Comprehension Intervention for Students With Disabilities,2019,2017-2019,"Vaughn, Sharon","University of Texas, Austin",Uni,Public,NCSER,Grant,"Reading, Writing, and Language Development",Efficacy,3,"$3,284,468",5 years (07/01/2019 - 6/30/2024),R324A190072,In field,
1746,Efficacy of RENEW for High School Students with Emotional and Behavioral Challenges,2015,2012-2016,"Suter, Jesse C.",University of Vermont and State Agricultural College,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,499,501",4 years (7/1/2015-6/30/2019),R305A150438,Completed,
1364,Evaluation of the Language-Focused Curriculum,2003,2002-2006,"Justice, Laura",University of Virginia,Uni,Public,NCER,Grant,Preschool Curriculum Evaluation Research,Efficacy and Replication,3,"$1,426,418",4 years,R305J030084,Completed,
125,National Center for Research on Early Childhood Education,2006,2002-2006,"Pianta, Robert C.",University of Virginia,Uni,Public,NCER,Grant,Education Research and Development Centers,Multiple Goals,Multiple,"$11,016,009",5 years,R305A060021,Completed,
523,The Efficacy of the Responsive Classroom Approach for Improving Teacher Quality and Children's Academic Performance,2007,2007-2011,"Rimm-Kaufman, Sara",University of Virginia,Uni,Public,NCER,Grant,Effective Instruction,Efficacy and Replication,3,"$2,814,668",4 years,R305A070063,Completed,
818,Evaluation of Core Knowledge Charter Schools in Colorado,2009,2007-2011,"Grissmer, David",University of Virginia,Uni,Public,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$4,891,945",5 years,R305E090003,Completed,
916,"Increasing Adolescent Engagement, Motivation, and Achievement: Efficacy of a Web-Based, Teacher Professional Development Model",2010,2007-2011,"Allen, Joseph",University of Virginia,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$2,688,440",4 years,R305A100367,Completed,
994,Examining the Efficacy of Banking Time: A Teacher-Child Early Intervention to Improve Children's Emotional and Behavioral Development,2010,2007-2011,"Williford, Amanda",University of Virginia,Uni,Public,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$2,688,025",7/1/2010 through 6/30/2014,R324A100215,Completed,
1180,Efficacy of the WINGS After-School Social and Emotional Learning (SEL) Program,2011,2007-2011,"Grissmer, David",University of Virginia,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$2,774,333",4 years,R305A110703,Completed,
1233,Improving Classroom Learning Environments by Cultivating Awareness and Resilience in Education (CARE): A Cluster Randomized Controlled Efficacy Trial,2012,2012-2016,"Jennings, Patricia",University of Virginia,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,478,904",4 years (03/01/2012-02/29/2016,R305A140692,Completed,
1306,Efficacy Trial of MyTeachingPartner-Mathematics and Science Curricula and Implementation Support System,2012,2012-2016,"Kinzie, Mable",University of Virginia,Uni,Public,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,499,427",4 years (7/1/2012–6/30/2016),R305A120631,Completed,
1438,Professional Development to Support New Teachers' Use of Effective Classroom Management Techniques,2013,2012-2016,"Tolan, Patrick",University of Virginia,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,499,721",4 years (6/1/13-5/31/17),R305A130107,Completed,
1505,Testing the Efficacy of a Developmentally Informed Coping Power Program in Middle Schools,2014,2012-2016,"Bradshaw, Catherine",University of Virginia,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,499,996",4 Years (7/1/2014 - 6/30/2018,R305A140070,Completed,
1643,Evaluating Maryland State Policies to Improve School Climate,2015,2012-2016,"Bradshaw, Catherine",University of Virginia,Uni,Public,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$2,756,311",5 years (July 2015–June 2020),R305H150027,In field,
1601,Testing the Efficacy of <em>Reading RULES</em>: A Tier 1 and Tier 2 Intervention for First-Grade Children with Decoding and Comprehension Difficulties,2015,2012-2016,"Solari, Emily",University of Virginia,Uni,Public,NCSER,Grant,"Reading, Writing, and Language Development",Efficacy and Replication,3,"$3,499,893",4 years (7/1/2015-6/30/2019),R324A180221,Completed,
1733,Testing the Efficacy of Double Check: A Cultural Proficiency Professional Development Model in Middle Schools,2015,2012-2016,"Bradshaw, Catherine",University of Virginia,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,496,525",4 years (7/1/2015-6/30/2019),R305A150221,Completed,
2155,"Examining the Efficacy of RULER on School Climate, Teacher Well-being, Classroom Climate, and Student Outcomes",2018,2017-2019,"Downer, Jason",University of Virginia,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,299,999",5 years (07/01/2018–06/30/2023),R305A180326,In field,
3313,Long Term Effects of Professional Development to Support New Teachers' Use of Effective Classroom Management Techniques,2019,2017-2019,"Tolan, Patrick",University of Virginia,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy Follow-Up,3,"$1,098,752",3 years (07/01/2019- 06/30/2022),R305A190162,In field,
553,Think Time Efficacy Study,2007,2007-2011,"Benner, Gregory",University of Washington,Uni,Public,NCSER,Grant,Social and Behavioral Outcomes to Support Learning,Efficacy and Replication,3,"$1,430,137",3/1/2007 to 2/28/2010,R324A070183,Completed,
1900,Efficacy of a Brief Intervention Strategy for School Mental Health Clinicians,2016,2012-2016,"Bruns, Eric",University of Washington,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,295,972",3 years (7/1/16-6/30/19),R305A160111,In field,
1112,An Efficacy Trial of Two Interventions Designed to Reduce Stereotype Threat Vulnerability and Close Academic Performance Gaps,2011,2007-2011,"Borman, Geoffrey",University of Wisconsin,Uni,Public,NCER,Grant,Improving Education Systems,Efficacy and Replication,3,"$1,398,450",4 years (06/01/11 to 5/31/15),R305A110136,Completed,
1509,An Evaluation of the Authentic Intellectual Work Initiative in Iowa,2014,2012-2016,"Camburn, Eric",University of Wisconsin,Uni,Public,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$3,660,458",4 years (7/1/2014–6/30/2018),R305H140045,Completed,
1141,Evaluating the Success of Undergraduates in the U-Pace Intervention to Improve Academic Achievement for All Postsecondary Education Students,2011,2007-2011,"Reddy, Diane","University of Wisconsin, Milwaukee",Uni,Public,NCER,Grant,Postsecondary and Adult Education,Efficacy and Replication,3,"$2,475,839",4 years,R305A110112,Completed,
1992,Randomized Controlled Trial of the Supporting Knowledge in Language and Literacy (SKILL) Program for Children who are At-Risk for Language and Literacy Difficulties,2017,2017-2019,"Gillam, Ronald",Utah State University,Uni,Public,NCER,Grant,Reading and Writing,Efficacy and Replication,3,"$3,299,570",4 years (07/01/2017 - 06/30/2021),R305A170111,In field,
888,Focus in Early Childhood Curricula: Helping Children Transition to School,2002,2002-2006,"Farran, Dale",Vanderbilt University,Uni,Private,NCER,Grant,Preschool Curriculum Evaluation Research,Efficacy and Replication,3,"$1,334,182",4 years,R305J020020,Completed,
315,Love in a Big World,2003,2002-2006,"Bickman, Leonard",Vanderbilt University,Uni,Private,NCER,Grant,Social and Character Development,Efficacy and Replication,3,"$1,824,960",4 years,R305L030173,Completed,
132,National Research and Development Center on School Choice,2004,2002-2006,"Goldring, Ellen",Vanderbilt University,Uni,Private,NCER,Grant,Education Research and Development Centers,Multiple Goals,Multiple,"$9,972,909",5 years,R305A040043,Completed,
192,Scaling Up Peer Assisted Learning Strategies to Strengthen Reading Achievement,2004,2002-2006,"Fuchs, Douglas",Vanderbilt University,Uni,Private,NCER,Grant,Reading and Writing,Scale-Up Evaluations,4,"$5,618,237",5 years,R305G040104,Completed,
1574,Evaluation of Ohio's School Conflict Management Program,2005,2002-2006,"Lipsey, Mark",Vanderbilt University,Uni,Private,NCER,Grant,Field Initiated Evaluations of Education Innovations,Efficacy and Replication,3,"$1,340,989",5 years (9/1/2005-8/31/2010),R305F050161,Completed,
372,Improving Language and Literacy Outcomes for Preschool Children at Highest Risk for Reading Problems,2006,2002-2006,"Kaiser, Ann",Vanderbilt University,Uni,Private,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$2,995,758",6/1/2006 to 5/31/2010,R324E060088,Completed,
126,National Center for Performance Incentives (Policy-NCPI),2006,2002-2006,"Guthrie, James W.",Vanderbilt University,Uni,Private,NCER,Grant,Education Research and Development Centers,Multiple Goals,Multiple,"$10,835,509",5 years,R305A060034,Completed,
820,Evaluating the Effectiveness of Tennessee's Voluntary Pre-K Program,2009,2007-2011,"Lipsey, Mark",Vanderbilt University,Uni,Private,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$5,982,571",5 years,R305E090009,Completed,
779,Responsiveness-To-Instruction to Strengthen the Academic Performance of Students with Reading and Math Disabilities,2009,2007-2011,"Fuchs, Douglas",Vanderbilt University,Uni,Private,NCSER,Grant,"Special Education Policy, Finance, and Systems",Efficacy and Replication,3,"$2,983,337.00",06/01/2009 – 05/31/2013,R324A090052,Completed,
787,An Efficacy Trial of Milieu Teaching Language Intervention in Preschoolers with Language Disorders,2009,2007-2011,"Kaiser, Ann",Vanderbilt University,Uni,Private,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$2,912,169",7/1/2009 to 6/30/2013,R324A090181,Completed,
804,Experimental Validation of the Tools of the Mind Prekindergarten Curriculum,2009,2007-2011,"Farran, Dale",Vanderbilt University,Uni,Private,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,102,960",4 years,R305A090533,Completed,
972,Peer Support and Peer Network Interventions to Improve Peer Relationships and School Engagement,2010,2007-2011,"Carter, Erik",Vanderbilt University,Uni,Private,NCSER,Grant,Transition Outcomes for Secondary Students with Disabilities,Efficacy and Replication,3,"$2,279,679",06/01/2010 – 05/31/2014,R324A100391,Completed,
1074,Efficacy of Broad Target Speech Recasts on Students with Down Syndrome,2010,2007-2011,"Yoder, Paul",Vanderbilt University,Uni,Private,NCSER,Grant,Professional Development for Educators and School-Based Service Providers,Efficacy and Replication,3,"$2,856,880",9/1/10-8/31/14,R324A100225,Completed,
1042,National Research and Development Center on Scaling Up Effective Schools,2010,2007-2011,"Cannata, Marisa",Vanderbilt University,Uni,Private,NCER,Grant,Education Research and Development Centers,Multiple Goals,Multiple,"$13,573,066",5 years,R305C100023,Completed,
1193,Data Modeling Supports the Development of Statistical Reasoning,2011,2007-2011,"Lehrer, Richard",Vanderbilt University,Uni,Private,NCER,Grant,"Science, Technology, Engineering, and Mathematics (STEM) Education",Efficacy and Replication,3,"$3,706,097",4 years,R305A110685,Completed,
1246,Examining the Efficacy of a Classroom-Wide Model for Promoting Social Emotional Development and Addressing Challenging Behavior in Preschool Children with or at-risk for Disabilities,2012,2012-2016,"Hemmeter, Mary Louise",Vanderbilt University,Uni,Private,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$3,499,978",03/01/2012–02/29/2016,R324A120178,Completed,
1413,Passport to Literacy: Examining the Effectiveness of the Voyager Passport Intervention for Fourth-grade Students with or at High Risk for Reading Disabilities,2013,2012-2016,"Wanzek, Jeanne",Vanderbilt University,Uni,Private,NCSER,Grant,"Reading, Writing, and Language Development",Efficacy and Replication,3,"$3,464,901",07/01/2013–06/30/2017,R324A150269,Completed,
